subject,run,task,formation,light_position,angle,response,RT,correct
3,11,1,4,1,2,1,0.488374685999588,1
3,11,1,4,2,1,2,0.428319851998822,1
3,11,1,4,1,2,1,0.379079420003109,1
3,11,1,4,2,2,2,0.34374305500387,1
3,11,1,4,2,1,2,0.301356449002924,1
3,11,1,2,1,2,1,0.446774145995732,1
3,11,1,2,1,1,1,0.318829666000966,1
3,11,1,2,1,2,2,0.308566799998516,0
3,11,1,2,2,2,2,0.489222539996263,1
3,11,1,2,2,2,2,0.537014446999819,1
3,11,1,2,2,1,2,0.322927342000185,1
3,11,1,2,1,1,1,0.290934619006293,1
3,11,1,2,2,1,2,0.336295089997293,1
3,11,1,1,2,1,2,0.373201618996973,1
3,11,1,1,2,2,2,0.641767815999629,1
3,11,1,1,1,1,1,0.353009364000172,1
3,11,1,1,1,2,1,0.450977360997058,1
3,11,1,1,2,1,2,0.374154263001401,1
3,11,1,1,1,2,1,0.473591917994781,1
3,11,1,1,1,1,1,0.564688742000726,1
3,11,1,1,2,2,2,0.471262777995435,1
3,12,2,4,1,1,1,0.630987903998175,1
3,12,2,4,1,2,1,0.640103406003618,1
3,12,2,4,2,1,2,0.399324128004082,1
3,12,2,4,2,2,2,0.462596575001953,1
3,12,2,4,2,1,2,0.378720961998624,1
3,12,2,4,2,2,2,0.344577183997899,1
3,12,2,4,1,2,1,0.266097599997011,1
3,12,2,4,1,1,1,0.399664484000823,1
3,12,2,2,2,1,2,0.406804944999749,1
3,12,2,2,2,2,2,0.445272278993798,1
3,12,2,2,2,2,2,0.353639063003357,1
3,12,2,2,1,1,1,0.395198161000735,1
3,12,2,2,1,2,1,0.767066826003429,1
3,12,2,2,1,2,1,0.350750887999311,1
3,12,2,2,1,1,1,0.334762180995313,1
3,12,2,2,2,1,2,0.364209806000872,1
3,12,2,3,1,1,1,0.342515215001185,1
3,12,2,3,2,1,2,0.498813433994655,1
3,12,2,3,2,2,2,0.542225901001075,1
3,12,2,3,2,2,2,0.402640239997709,1
3,12,2,3,1,2,1,0.545247325004311,1
3,12,2,3,2,1,2,0.453401892998954,1
3,12,2,3,1,2,1,0.567975432997628,1
3,12,2,3,1,1,1,0.311902137000288,1
3,12,2,1,1,2,1,0.442769916000543,1
3,12,2,1,2,2,2,0.435912230001122,1
3,12,2,1,2,2,2,0.368268811995222,1
3,12,2,1,2,1,2,0.481575701000111,1
3,12,2,1,1,1,1,0.332767553998565,1
3,12,2,1,1,1,1,0.296311148995301,1
3,12,2,1,1,2,2,0.41475437200279,0
3,12,2,1,2,1,2,0.780441322996921,1
3,13,1,1,2,1,2,0.466489837999688,1
3,13,1,1,2,2,2,0.603092185003334,1
3,13,1,1,1,2,1,0.29886928400083,1
3,13,1,1,2,2,2,0.25308719700115,1
3,13,1,1,2,1,2,0.316410361003364,1
3,13,1,1,1,1,1,0.261689297003613,1
3,13,1,1,1,2,1,0.265300781000406,1
3,13,1,1,1,1,1,0.318171617000189,1
3,13,1,4,2,2,2,0.779145806998713,1
3,13,1,4,2,1,2,0.460328875000414,1
3,13,1,4,2,1,2,0.379005326001788,1
3,13,1,4,1,1,1,0.355499783996493,1
3,13,1,4,1,2,1,0.423134293996554,1
3,13,1,4,2,2,2,0.36550369500037,1
3,13,1,4,1,1,1,0.472698899000534,1
3,13,1,4,1,2,2,0.34526379500312,0
3,13,1,2,1,1,1,0.444954582999344,1
3,13,1,2,2,2,2,0.502158873998269,1
3,13,1,2,2,2,2,0.460906810003507,1
3,13,1,2,2,1,2,0.234547415995621,1
3,13,1,2,1,2,2,0.324720634998812,0
3,13,1,2,1,2,1,0.495865638004034,1
3,13,1,2,2,1,2,0.614895356993657,1
3,13,1,2,1,1,1,0.358282376000716,1
3,13,1,3,1,1,1,0.447319578997849,1
3,13,1,3,2,1,2,0.278818111000874,1
3,13,1,3,1,1,1,0.317332346996409,1
3,13,1,3,1,2,1,0.692418266000459,1
3,13,1,3,1,2,1,0.469240595004521,1
3,13,1,3,2,2,2,0.316457100998377,1
3,13,1,3,2,1,2,0.333775947001413,1
3,13,1,3,2,2,2,0.370255114001338,1
4,1,2,2,1,1,2,0.983471306994034,0
4,1,2,2,2,2,2,1.29818254400016,1
4,1,2,2,1,1,1,0.397347072001139,1
4,1,2,2,2,1,2,0.483171877000132,1
4,1,2,2,1,2,1,0.364107720000902,1
4,1,2,2,2,2,2,0.302113297999313,1
4,1,2,2,1,2,1,0.286622121995606,1
4,1,2,2,2,1,2,0.517486548997113,1
4,1,2,3,1,2,1,0.462109956999484,1
4,1,2,3,1,1,1,0.300879258997156,1
4,1,2,3,2,2,2,0.581491407996509,1
4,1,2,3,2,1,2,0.598363981000148,1
4,1,2,3,1,2,2,0.54430645499815,0
4,1,2,3,2,1,2,0.801853515004041,1
4,1,2,3,2,2,2,0.434082282001327,1
4,1,2,3,1,1,1,0.306047568003123,1
4,1,2,1,1,1,1,0.880371428000217,1
4,1,2,1,2,2,2,0.559289406999596,1
4,1,2,1,1,2,1,0.37955924400012,1
4,1,2,1,1,1,1,0.749598984999466,1
4,1,2,1,2,1,2,0.218474888002675,1
4,1,2,1,2,2,1,0.346854828996584,0
4,1,2,1,2,1,2,0.553389296997921,1
4,1,2,1,1,2,1,0.485494371998357,1
4,1,2,4,1,1,1,0.445552695004153,1
4,1,2,4,2,2,2,0.585627884996939,1
4,1,2,4,1,2,1,0.316731206003169,1
4,1,2,4,1,2,1,0.317514513000788,1
4,1,2,4,2,2,2,0.300556276000862,1
4,1,2,4,2,1,1,0.526179549000517,0
4,1,2,4,2,1,2,0.42603027199948,1
4,1,2,4,1,1,1,0.662769032001961,1
4,2,1,4,2,2,2,0.705363695000415,1
4,2,1,4,1,2,1,0.711311783001292,1
4,2,1,4,1,1,1,0.356559225001547,1
4,2,1,4,2,1,2,0.277252200001385,1
4,2,1,4,1,2,1,0.539385210999171,1
4,2,1,4,1,1,2,0.478425897999841,0
4,2,1,4,2,2,1,0.45695414399961,0
4,2,1,4,2,1,2,0.617929129002732,1
4,2,1,3,1,1,1,0.437651460000779,1
4,2,1,3,1,1,1,0.284092435002094,1
4,2,1,3,2,1,2,0.284720652001852,1
4,2,1,3,2,2,2,0.476370830001542,1
4,2,1,3,2,2,2,0.273691460999544,1
4,2,1,3,1,2,1,0.305429944994103,1
4,2,1,3,2,1,2,0.339488300000085,1
4,2,1,3,1,2,1,0.545659966999665,1
4,2,1,1,2,2,2,0.503924155993445,1
4,2,1,1,1,2,1,0.228985517998808,1
4,2,1,1,1,2,1,0.461114365003596,1
4,2,1,1,1,1,1,0.502985819999594,1
4,2,1,1,2,1,2,0.273204277000332,1
4,2,1,1,1,1,1,0.333802806999302,1
4,2,1,1,2,2,1,0.33455453300121,0
4,2,1,1,2,1,2,0.372511925997969,1
4,2,1,2,2,2,2,0.58499434600526,1
4,2,1,2,2,1,2,0.947853482997743,1
4,2,1,2,1,1,1,0.27986536899698,1
4,2,1,2,2,1,2,0.395127346004301,1
4,2,1,2,2,2,1,0.338304904995312,0
4,2,1,2,1,2,1,0.392780548994779,1
4,2,1,2,1,2,1,0.365469989003032,1
4,2,1,2,1,1,1,0.374676560997614,1
4,3,2,1,1,1,1,0.530127144993457,1
4,3,2,1,2,1,2,0.511052319001465,1
4,3,2,1,2,2,2,0.487352327996632,1
4,3,2,1,2,1,2,0.385125995002454,1
4,3,2,1,1,2,2,0.292379504993733,0
4,3,2,1,2,2,2,0.413828531003674,1
4,3,2,1,1,1,1,0.669710925001709,1
4,3,2,1,1,2,1,0.734057558998757,1
4,3,2,4,1,2,1,0.440008097000828,1
4,3,2,4,1,2,1,0.320084580002003,1
4,3,2,4,2,2,1,0.525166142004309,0
4,3,2,4,1,1,1,0.454080581002927,1
4,3,2,4,2,1,2,0.835897424003633,1
4,3,2,4,2,2,2,0.629274607999832,1
4,3,2,4,2,1,2,0.486646388002555,1
4,3,2,4,1,1,1,0.384790333002456,1
4,3,2,3,2,1,2,0.775172764995659,1
4,3,2,3,2,2,2,0.460917331998644,1
4,3,2,3,1,2,1,0.32954589700239,1
4,3,2,3,1,1,1,0.541608116000134,1
4,3,2,3,2,1,2,0.352345210005296,1
4,3,2,3,2,2,2,0.7737161010009,1
4,3,2,3,1,2,1,0.699990439003159,1
4,3,2,3,1,1,2,0.659736298999633,0
4,3,2,2,1,2,1,0.436139263998484,1
4,3,2,2,2,1,2,0.346999564004363,1
4,3,2,2,2,2,2,0.326717989002645,1
4,3,2,2,1,2,1,0.274646330006362,1
4,3,2,2,1,1,2,0.290028773000813,0
4,3,2,2,1,1,1,0.307294190002722,1
4,3,2,2,2,1,2,0.356512414000463,1
4,3,2,2,2,2,2,0.976737917000719,1
4,4,1,3,1,2,2,0.875413775000197,0
4,4,1,3,1,1,1,0.682279658001789,1
4,4,1,3,2,2,2,0.512564452998049,1
4,4,1,3,1,1,1,0.285622844996396,1
4,4,1,3,2,1,2,0.263427896003122,1
4,4,1,3,2,2,2,0.622894221000024,1
4,4,1,3,2,1,2,0.801938804004749,1
4,4,1,3,1,2,2,0.368594628998835,0
4,4,1,4,1,2,1,0.620540037001774,1
4,4,1,4,1,1,1,0.245059983993997,1
4,4,1,4,2,2,2,0.471225230001437,1
4,4,1,4,1,1,1,0.511178445995029,1
4,4,1,4,2,1,2,0.369549101997109,1
4,4,1,4,2,1,2,0.5093747649953,1
4,4,1,4,1,2,1,0.970310618999065,1
4,4,1,4,2,2,2,0.411051531998964,1
4,4,1,1,1,1,2,1.02345562399569,0
4,4,1,1,2,2,2,0.371642163998331,1
4,4,1,1,2,2,2,0.612031102995388,1
4,4,1,1,2,1,1,0.297763162001502,0
4,4,1,1,1,2,1,1.02544302100432,1
4,4,1,1,2,1,2,0.486957925000752,1
4,4,1,1,1,1,1,0.382408188001136,1
4,4,1,1,1,2,1,0.787407033996715,1
4,4,1,2,2,2,2,0.503636671004642,1
4,4,1,2,1,2,1,0.317905280004197,1
4,4,1,2,1,2,1,0.520915469998727,1
4,4,1,2,2,1,2,0.419160527002532,1
4,4,1,2,1,1,1,0.435757127997931,1
4,4,1,2,2,2,2,0.55702581499645,1
4,4,1,2,1,1,2,0.419672527001239,0
4,4,1,2,2,1,2,0.455671574003645,1
4,5,2,1,1,2,1,0.413422368001193,1
4,5,2,1,1,1,2,0.606670774002851,0
4,5,2,1,2,1,2,0.62387481299811,1
4,5,2,1,1,1,1,0.321134220001113,1
4,5,2,1,1,2,1,0.554280564996589,1
4,5,2,1,2,1,2,0.701713302005373,1
4,5,2,1,2,2,2,1.01861850500427,1
4,5,2,1,2,2,2,0.35588039799768,1
4,5,2,4,1,1,1,0.318751763996261,1
4,5,2,4,2,2,2,0.576438824995421,1
4,5,2,4,2,2,2,0.387516681999841,1
4,5,2,4,1,2,1,0.334626019997813,1
4,5,2,4,1,2,1,0.333428270001605,1
4,5,2,4,1,1,1,0.429682884001522,1
4,5,2,4,2,1,2,0.545355893998931,1
4,5,2,4,2,1,2,0.435732393001672,1
4,5,2,3,1,1,1,0.64313256299647,1
4,5,2,3,2,2,2,0.54452234099881,1
4,5,2,3,1,1,1,0.546125075998134,1
4,5,2,3,2,1,2,0.396578544001386,1
4,5,2,3,1,2,2,0.332556296998519,0
4,5,2,3,1,2,1,0.438349224001286,1
4,5,2,3,2,2,2,0.281140766004683,1
4,5,2,3,2,1,1,0.525604419002775,0
4,5,2,2,1,1,1,1.61602658899938,1
4,5,2,2,2,1,2,0.637628769000003,1
4,5,2,2,2,1,2,0.428216841995891,1
4,5,2,2,1,1,2,0.590014747001987,0
4,5,2,2,2,2,1,0.426173252002627,0
4,5,2,2,1,2,1,0.37349787200219,1
4,5,2,2,2,2,2,0.343996932999289,1
4,5,2,2,1,2,1,0.33600323999417,1
4,6,1,2,1,1,1,1.14092420900124,1
4,6,1,2,2,2,2,0.560628282000835,1
4,6,1,2,1,2,1,0.632013214002654,1
4,6,1,2,1,2,1,0.403616244002478,1
4,6,1,2,2,1,1,0.339773383006104,0
4,6,1,2,1,1,1,0.277504297999258,1
4,6,1,2,2,2,2,0.575792696006829,1
4,6,1,2,2,1,2,0.34376023200457,1
4,6,1,1,1,1,1,0.92975371099601,1
4,6,1,1,2,1,2,0.361797770005069,1
4,6,1,1,1,2,2,0.601376815997355,0
4,6,1,1,2,1,2,0.3389571910011,1
4,6,1,1,2,2,2,0.557738520001294,1
4,6,1,1,2,2,2,0.284811344004993,1
4,6,1,1,1,2,1,0.339736218003964,1
4,6,1,1,1,1,1,0.31054237200442,1
4,6,1,4,1,2,1,0.449755478999577,1
4,6,1,4,1,1,1,0.3408399559994,1
4,6,1,4,2,2,2,0.65203912799916,1
4,6,1,4,1,2,1,0.27213076899352,1
4,6,1,4,2,1,2,0.264788765001867,1
4,6,1,4,2,2,1,0.470195027002774,0
4,6,1,4,1,1,1,0.741449214001477,1
4,6,1,4,2,1,2,0.363841661004699,1
4,6,1,3,1,2,2,0.541051033003896,0
4,6,1,3,1,1,1,0.307609814000898,1
4,6,1,3,2,2,2,0.538044076994993,1
4,6,1,3,2,2,2,0.440734648000216,1
4,6,1,3,1,1,1,0.475134967004124,1
4,6,1,3,2,1,2,0.261226829003135,1
4,6,1,3,1,2,2,0.295518048995291,0
4,6,1,3,2,1,2,0.347483495999768,1
4,7,2,2,1,1,1,0.480554088993813,1
4,7,2,2,2,2,2,0.431327835998673,1
4,7,2,2,2,1,1,0.603429164999397,0
4,7,2,2,1,2,1,0.468502301999251,1
4,7,2,2,2,2,2,0.919100467996032,1
4,7,2,2,2,1,2,0.606473341998935,1
4,7,2,2,1,2,2,0.409668557003897,0
4,7,2,2,1,1,1,0.958834437995392,1
4,7,2,4,2,1,2,0.640057536998938,1
4,7,2,4,2,2,2,0.891993744000501,1
4,7,2,4,1,2,1,0.270164171997749,1
4,7,2,4,2,1,2,0.325962691000313,1
4,7,2,4,1,1,1,0.715633879000961,1
4,7,2,4,2,2,2,0.532108651997987,1
4,7,2,4,1,2,1,0.906987231996027,1
4,7,2,4,1,1,2,0.414174678000563,0
4,7,2,3,1,1,1,0.442059073000564,1
4,7,2,3,2,2,2,0.564504267000302,1
4,7,2,3,1,2,1,0.422024583996972,1
4,7,2,3,2,1,2,0.706432400998892,1
4,7,2,3,2,2,2,0.687924810998084,1
4,7,2,3,1,1,1,0.705762978999701,1
4,7,2,3,1,2,2,0.768022342999757,0
4,7,2,3,2,1,2,0.911023610999109,1
4,7,2,1,1,2,1,0.441840908999438,1
4,7,2,1,2,2,2,0.241500566000468,1
4,7,2,1,1,2,2,0.434543743001996,0
4,7,2,1,1,1,1,0.291724349997821,1
4,7,2,1,1,1,1,0.684785798999656,1
4,7,2,1,2,2,2,0.743261380004697,1
4,7,2,1,2,1,2,0.770642259994929,1
4,7,2,1,2,1,2,0.473557242999959,1
4,8,1,1,1,2,2,0.996159293004894,0
4,8,1,1,2,2,1,1.03722651000135,0
4,8,1,1,1,1,2,0.511929833002796,0
4,8,1,1,2,1,1,1.68981080400408,0
4,8,1,1,2,2,0,0,0
4,8,1,1,2,1,0,0,0
4,8,1,1,1,2,0,0,0
4,8,1,1,1,1,1,0.65791254099895,1
4,8,1,2,2,1,2,0.626228171997354,1
4,8,1,2,2,1,2,0.353172987001017,1
4,8,1,2,1,2,2,0.360576964005304,0
4,8,1,2,1,1,1,0.29690775799827,1
4,8,1,2,1,1,1,0.339347139997699,1
4,8,1,2,2,2,2,0.658049445999495,1
4,8,1,2,1,2,1,0.375964969003689,1
4,8,1,2,2,2,2,0.453838990004442,1
4,8,1,3,1,1,1,0.44181176499842,1
4,8,1,3,2,1,2,0.238882748999458,1
4,8,1,3,2,2,2,0.456485746995895,1
4,8,1,3,1,2,2,0.327542944003653,0
4,8,1,3,2,2,2,0.386620315002801,1
4,8,1,3,2,1,2,0.373377764000907,1
4,8,1,3,1,1,1,0.312465768001857,1
4,8,1,3,1,2,1,1.05037632900348,1
4,8,1,4,1,1,2,1.15101736199722,0
4,8,1,4,2,2,2,0.792605539005308,1
4,8,1,4,1,1,1,0.580095188000996,1
4,8,1,4,1,2,1,0.574061275998247,1
4,8,1,4,2,1,2,0.502915461998782,1
4,8,1,4,1,2,1,1.07114395400276,1
4,8,1,4,2,1,2,0.437033047004661,1
4,8,1,4,2,2,2,0.786952992995793,1
4,9,2,4,1,1,1,0.919217274000403,1
4,9,2,4,2,1,2,0.51352273899829,1
4,9,2,4,2,1,2,0.637634684004297,1
4,9,2,4,2,2,2,0.405379913994693,1
4,9,2,4,1,1,1,0.706683386997611,1
4,9,2,4,1,2,2,0.506400744998246,0
4,9,2,4,2,2,2,0.966033582997625,1
4,9,2,4,1,2,1,0.640672161003749,1
4,9,2,3,1,1,1,0.455146467000304,1
4,9,2,3,2,2,2,0.664866281003924,1
4,9,2,3,1,2,1,0.514643276001152,1
4,9,2,3,2,1,2,0.862258146000386,1
4,9,2,3,2,1,2,0.499321012997825,1
4,9,2,3,2,2,1,0.645770283001184,0
4,9,2,3,1,1,1,0.415836298998329,1
4,9,2,3,1,2,1,0.61945542000467,1
4,9,2,2,2,1,2,0.465268263993494,1
4,9,2,2,2,2,2,1.218185755999,1
4,9,2,2,1,2,1,0.282591697003227,1
4,9,2,2,2,1,2,0.471660896997491,1
4,9,2,2,1,1,1,0.402678582999215,1
4,9,2,2,1,2,1,0.811589097000251,1
4,9,2,2,2,2,2,0.26363154900173,1
4,9,2,2,1,1,1,0.436804351003957,1
4,9,2,1,2,2,2,0.442572733001725,1
4,9,2,1,1,1,1,0.75922775700019,1
4,9,2,1,2,1,2,0.890080429999216,1
4,9,2,1,2,2,1,0.403180494002299,0
4,9,2,1,1,2,1,0.315150440997968,1
4,9,2,1,1,2,1,0.514935240003979,1
4,9,2,1,2,1,1,0.399876829003915,0
4,9,2,1,1,1,1,0.718980634999753,1
4,10,1,1,2,2,2,0.820066958003736,1
4,10,1,1,2,2,2,0.390408529005072,1
4,10,1,1,1,2,1,0.466613379998307,1
4,10,1,1,1,2,1,0.438361309003085,1
4,10,1,1,2,1,2,0.406417470003362,1
4,10,1,1,1,1,1,0.708404195000185,1
4,10,1,1,2,1,2,1.05605248999927,1
4,10,1,1,1,1,1,0.833511916003772,1
4,10,1,2,1,2,1,0.58815663200221,1
4,10,1,2,1,2,1,0.414239607998752,1
4,10,1,2,2,1,2,0.845375594995858,1
4,10,1,2,1,1,1,0.408400383996195,1
4,10,1,2,2,2,2,0.494545782996283,1
4,10,1,2,1,1,1,0.559459329000674,1
4,10,1,2,2,1,2,0.401024013001006,1
4,10,1,2,2,2,2,0.732759220001753,1
4,10,1,4,2,2,2,0.43903792600031,1
4,10,1,4,2,1,2,0.806196575002105,1
4,10,1,4,2,2,2,1.45999777000543,1
4,10,1,4,2,1,2,0.4603699329964,1
4,10,1,4,1,2,1,0.531138525999268,1
4,10,1,4,1,2,1,0.339246878000267,1
4,10,1,4,1,1,1,0.48910452099517,1
4,10,1,4,1,1,1,0.622344982002687,1
4,10,1,3,2,2,2,0.442997515994648,1
4,10,1,3,1,2,1,0.290424641003483,1
4,10,1,3,1,1,1,0.286370355999679,1
4,10,1,3,2,2,2,0.413063822998083,1
4,10,1,3,2,1,2,0.381687405999401,1
4,10,1,3,1,1,1,0.94890867399954,1
4,10,1,3,1,2,1,0.928147762999288,1
4,10,1,3,2,1,2,0.592256829993858,1
4,11,2,2,1,1,1,0.526066856000398,1
4,11,2,2,2,2,2,0.624309476996132,1
4,11,2,2,1,2,1,0.732426075999683,1
4,11,2,2,2,2,2,0.276020805998996,1
4,11,2,2,2,1,2,0.398169553998741,1
4,11,2,2,1,2,1,0.389422838998144,1
4,11,2,2,2,1,2,0.472656967998773,1
4,11,2,2,1,1,1,0.796453171999019,1
4,11,2,3,2,1,2,0.7344494160061,1
4,11,2,3,1,1,1,0.508657999002025,1
4,11,2,3,1,2,1,0.307893703997252,1
4,11,2,3,2,1,2,0.710208227996191,1
4,11,2,3,2,2,2,0.448035559995333,1
4,11,2,3,2,2,2,0.977396790003695,1
4,11,2,3,1,1,1,0.680842706999101,1
4,11,2,3,1,2,1,0.794014510000125,1
4,11,2,1,1,1,1,0.487432863999857,1
4,11,2,1,2,1,2,0.7275960199986,1
4,11,2,1,1,2,2,0.370719952996296,0
4,11,2,1,2,1,2,0.297746771000675,1
4,11,2,1,2,2,2,0.467228679000982,1
4,11,2,1,2,2,2,0.823499643003743,1
4,11,2,1,1,2,2,0.953845181997167,0
4,11,2,1,1,1,1,0.482229492001352,1
4,11,2,4,1,1,1,0.44421772500209,1
4,11,2,4,1,1,1,0.311274321000383,1
4,11,2,4,1,2,2,0.322145718993852,0
4,11,2,4,2,1,2,0.325869637999858,1
4,11,2,4,2,2,2,0.82545859899983,1
4,11,2,4,2,1,2,0.419373327000358,1
4,11,2,4,1,2,1,0.79936189900036,1
4,11,2,4,2,2,2,0.574975848001486,1
4,12,1,3,1,1,1,0.871582535000925,1
4,12,1,3,1,2,1,0.827010119995975,1
4,12,1,3,2,2,2,0.287691121993703,1
4,12,1,3,1,1,1,0.270910910003295,1
4,12,1,3,2,1,2,0.397998363994702,1
4,12,1,3,2,1,2,0.354420739997295,1
4,12,1,3,2,2,1,0.383983434003312,0
4,12,1,3,1,2,1,1.10744135500136,1
4,12,1,2,1,1,1,1.77662575299473,1
4,12,1,2,1,2,1,0.758530478000466,1
4,12,1,2,2,1,2,0.34869672399509,1
4,12,1,2,2,2,2,0.467620449002425,1
4,12,1,2,2,2,2,0.372069685006863,1
4,12,1,2,2,1,2,0.311224347999087,1
4,12,1,2,1,2,1,0.547830529998464,1
4,12,1,2,1,1,2,0.582194339003763,0
4,12,1,4,2,1,2,0.5499087040007,1
4,12,1,4,1,2,2,0.313097336002102,0
4,12,1,4,2,2,2,0.870816710994404,1
4,12,1,4,2,2,2,0.41521230199578,1
4,12,1,4,1,1,1,0.502056099001493,1
4,12,1,4,1,1,1,0.397943320997001,1
4,12,1,4,1,2,1,1.38717583499965,1
4,12,1,4,2,1,2,0.485941612001625,1
4,12,1,1,1,2,1,0.440174855997611,1
4,12,1,1,2,2,2,0.390867746995355,1
4,12,1,1,2,1,2,0.437595895004051,1
4,12,1,1,1,1,1,0.395601026000804,1
4,12,1,1,1,2,1,0.921675512996444,1
4,12,1,1,1,1,1,1.01081445100135,1
4,12,1,1,2,2,2,0.397799338999903,1
4,12,1,1,2,1,2,0.676547625000239,1
4,13,2,4,1,1,1,0.517918580000696,1
4,13,2,4,1,1,1,0.421846101999108,1
4,13,2,4,1,2,1,0.642651784997724,1
4,13,2,4,2,2,2,0.307246273005148,1
4,13,2,4,1,2,1,0.323741786996834,1
4,13,2,4,2,2,2,0.260854874999495,1
4,13,2,4,2,1,1,0.932295020997117,0
4,13,2,4,2,1,2,0.66460523900605,1
4,13,2,3,1,1,1,0.98957748599787,1
4,13,2,3,2,1,2,0.329624238998804,1
4,13,2,3,2,2,1,0.329140834997816,0
4,13,2,3,2,1,2,0.862317461993371,1
4,13,2,3,2,2,2,0.781142340005317,1
4,13,2,3,1,1,1,0.927705754998897,1
4,13,2,3,1,2,1,1.29702637899754,1
4,13,2,3,1,2,1,1.0532749099948,1
4,13,2,2,2,2,2,0.872554744993977,1
4,13,2,2,2,1,2,0.675327125994954,1
4,13,2,2,2,2,2,0.64660764799919,1
4,13,2,2,1,2,1,0.360729956999421,1
4,13,2,2,2,1,1,0.647696697000356,0
4,13,2,2,1,1,1,0.420397980000416,1
4,13,2,2,1,1,1,1.30318908900517,1
4,13,2,2,1,2,1,1.3556101810027,1
4,13,2,1,2,2,2,0.453237559995614,1
4,13,2,1,1,1,1,0.558887559003779,1
4,13,2,1,1,2,1,0.499423536006361,1
4,13,2,1,2,2,2,0.46926849999727,1
4,13,2,1,2,1,2,0.960632656002417,1
4,13,2,1,1,2,1,0.881227630998183,1
4,13,2,1,2,1,2,0.935210030002054,1
4,13,2,1,1,1,1,0.756302489004156,1
5,1,1,4,1,2,2,1.59194362499693,0
5,1,1,4,2,2,0,0,0
5,1,1,4,1,1,2,2.01230743400083,0
5,1,1,4,1,2,1,0.691697465001198,1
5,1,1,4,2,1,2,0.505754760000855,1
5,1,1,4,2,2,2,0.660303527998622,1
5,1,1,4,2,1,2,0.802651132995379,1
5,1,1,4,1,1,1,0.431240338002681,1
5,1,1,1,2,1,2,0.566634161004913,1
5,1,1,1,2,2,2,0.705891249999695,1
5,1,1,1,1,2,1,0.455374336001114,1
5,1,1,1,1,2,1,0.444300472998293,1
5,1,1,1,2,1,2,0.415959926998767,1
5,1,1,1,2,2,2,0.585613171999285,1
5,1,1,1,1,1,1,0.467376236003474,1
5,1,1,1,1,1,1,0.461207271997409,1
5,1,1,2,1,1,1,0.472870239005715,1
5,1,1,2,1,2,1,0.610409676999552,1
5,1,1,2,2,2,2,0.377669248999155,1
5,1,1,2,1,1,1,0.41398147399741,1
5,1,1,2,1,2,1,0.462225367002247,1
5,1,1,2,2,1,2,0.35422039200057,1
5,1,1,2,2,1,2,0.350390050996793,1
5,1,1,2,2,2,2,0.594638720998773,1
5,1,1,3,1,2,1,0.735660710000957,1
5,1,1,3,1,1,1,0.415295264007,1
5,1,1,3,1,1,1,0.433105049996811,1
5,1,1,3,2,1,2,0.325373749998107,1
5,1,1,3,2,2,2,0.561388474001433,1
5,1,1,3,2,2,2,0.444173420997686,1
5,1,1,3,1,2,1,0.491436848999001,1
5,1,1,3,2,1,2,0.416651330997411,1
5,2,2,2,1,2,1,1.37169060699671,1
5,2,2,2,1,1,1,0.746012062998489,1
5,2,2,2,2,2,2,0.731732635998924,1
5,2,2,2,2,1,2,0.444636372005334,1
5,2,2,2,1,1,1,0.487650303002738,1
5,2,2,2,2,2,2,0.71344381399831,1
5,2,2,2,1,2,1,0.618144968997512,1
5,2,2,2,2,1,2,0.850161433001631,1
5,2,2,1,1,1,1,0.841788885001733,1
5,2,2,1,2,2,2,0.611180243002309,1
5,2,2,1,2,2,2,0.45856504800031,1
5,2,2,1,2,1,2,0.81624530100089,1
5,2,2,1,2,1,2,0.468979060999118,1
5,2,2,1,1,2,1,0.886454434999905,1
5,2,2,1,1,1,1,0.768775511998683,1
5,2,2,1,1,2,1,0.558218450001732,1
5,2,2,4,2,1,2,0.688680168001156,1
5,2,2,4,2,2,1,0.669886406001751,0
5,2,2,4,1,2,1,0.464258888001496,1
5,2,2,4,1,2,1,0.504804818003322,1
5,2,2,4,2,1,2,1.10256607200427,1
5,2,2,4,1,1,1,0.433738220999658,1
5,2,2,4,1,1,1,0.375292666001769,1
5,2,2,4,2,2,2,0.676056340002106,1
5,2,2,3,2,1,2,1.57456106699829,1
5,2,2,3,1,2,1,0.992989774997113,1
5,2,2,3,2,2,2,0.880412655002146,1
5,2,2,3,1,1,1,0.690335647996108,1
5,2,2,3,1,1,1,0.402174159004062,1
5,2,2,3,1,2,1,0.586426020003273,1
5,2,2,3,2,2,2,0.532057301999885,1
5,2,2,3,2,1,2,0.77207211899804,1
5,3,1,1,2,2,2,0.822817840002244,1
5,3,1,1,1,1,1,0.615580058001797,1
5,3,1,1,2,1,2,0.662894697998127,1
5,3,1,1,2,1,2,0.354279332997976,1
5,3,1,1,1,1,1,0.315466195999761,1
5,3,1,1,1,2,1,0.641083498005173,1
5,3,1,1,2,2,2,0.29855467100424,1
5,3,1,1,1,2,1,0.39161946499371,1
5,3,1,4,1,1,1,0.599600381996424,1
5,3,1,4,2,1,2,0.278913277004904,1
5,3,1,4,2,2,2,0.532910339003138,1
5,3,1,4,1,2,1,0.453363820997765,1
5,3,1,4,2,1,2,0.346491728996625,1
5,3,1,4,2,2,2,0.447304918001464,1
5,3,1,4,1,2,1,0.40793478100386,1
5,3,1,4,1,1,1,0.348782453998865,1
5,3,1,2,2,1,2,0.441926749997947,1
5,3,1,2,1,1,1,0.377588812996692,1
